gorovje,ime,ogledi,priljubljenost,st_poti,st_slik,visina,vrsta
Julijske Alpe,Planina Govnjač,369581,77,1,6,1480,planina
Julijske Alpe,Bivak pod Luknjo,471360,88,1,4,1480,bivak
Julijske Alpe,Kobilja glava,441895,85,2,10,1475,vrh
Julijske Alpe,Planina Poljana,224300,61,4,15,1466,planina
Julijske Alpe,Vrtaška planina,426230,83,2,13,1462,"bivak, planina"
Julijske Alpe,Koča na Planini pri Jezeru,629236,96,6,21,1453,"koča, jezero, bivak, planina"
Julijske Alpe,Jalovnik,272537,66,2,4,1452,vrh
Julijske Alpe,Planina Sleme,367416,77,2,3,1448,"planina, sedlo"
Julijske Alpe,Laghetto di Somdogna,366,14,1,7,1447,jezero
Julijske Alpe,Risnati rob (Polevec),962,20,2,1,1438,vrh
Julijske Alpe,Planina Konjščica,548266,93,5,17,1438,"koča, planina"
Julijske Alpe,Rifugio Brunner,1320,23,1,9,1432,koča
Julijske Alpe,Bivak pod Špikom,460336,87,2,2,1424,"koča, bivak"
Julijske Alpe,Planina Zadnji Vogel,388422,79,2,4,1413,planina
Julijske Alpe,Planina Zgornja Gorjuda,195481,57,1,2,1404,"bivak, planina"
Julijske Alpe,Planina nad Sočo,277012,67,1,4,1400,planina
Julijske Alpe,Planina Osredki,264950,65,2,4,1400,"bivak, planina"
Julijske Alpe,Krnsko jezero,804849,99,2,11,1391,"jezero, planina"
Julijske Alpe,Mali vrh (na Mežakli),1630,25,2,2,1389,vrh
Julijske Alpe,Rifugio Grego,285072,68,1,9,1389,"koča, bivak"
Julijske Alpe,Planina Zapotok,2520,29,1,8,1385,planina
Julijske Alpe,Planina Suha,398075,80,5,8,1385,planina
Julijske Alpe,Dom pri Krnskih jezerih,564451,94,2,6,1385,"koča, bivak"
Julijske Alpe,Tonkina koča na Vršiču,18519,39,1,3,1380,koča
Julijske Alpe,Rifugio Zacchi,377580,78,1,3,1380,koča
Julijske Alpe,Planica pod Krnom,225881,61,2,1,1376,vrh
Julijske Alpe,Lipenšči hrib,221884,60,1,4,1375,vrh
Julijske Alpe,Mali Karman / Monte Cuarnan,200567,58,1,1,1372,Ni podana
Julijske Alpe,Javor (nad Tolminskimi Ravnami),2200,28,4,4,1363,vrh
Julijske Alpe,Mrzli vrh nad planino Pretovč,431448,84,3,9,1359,vrh
Julijske Alpe,Planina Strehica,157746,53,2,9,1359,planina
Julijske Alpe,Mrzli vrh (na Matajurju),448911,86,2,6,1358,vrh
Julijske Alpe,Črna gora,404684,81,1,4,1350,"vrh, bivak"
Julijske Alpe,Orožnova koča na planini za Liscem,549805,93,4,9,1346,"koča, planina"
Julijske Alpe,Škrbinjek,215,10,1,3,1341,vrh
Julijske Alpe,Bivak Za Akom,404706,81,1,3,1340,bivak
Julijske Alpe,Planina Za Črno goro,320401,72,6,8,1340,planina
Julijske Alpe,Planina Goričica,372840,78,2,1,1336,planina
Julijske Alpe,Frčkova planina,187933,56,1,3,1335,planina
Julijske Alpe,Srednji vrh (na Matajurju),1170,22,1,3,1320,vrh
Julijske Alpe,Planina za Šavnikom,323490,72,1,4,1320,"bivak, planina"
Julijske Alpe,Koča na planini Razor,606932,96,6,14,1315,"koča, bivak, planina"
Julijske Alpe,Kota 1313,392058,80,1,2,1313,vrh
Julijske Alpe,Koča na Soriški planini,543458,93,4,7,1306,"koča, planina"
Julijske Alpe,Planina Dobrenjščica,283308,68,2,9,1304,planina
Julijske Alpe,Lovska koča Bala,220162,60,1,3,1300,Ni podana
Julijske Alpe,Mangartska planina,6700,36,1,7,1295,planina
Julijske Alpe,Črno jezero,569971,95,3,4,1294,jezero
Julijske Alpe,Planina Zajavornik,459071,87,1,8,1292,planina
Julijske Alpe,Planina Zajamniki,697037,98,3,9,1280,"koča, planina"
Julijske Alpe,Vrh Bače,389474,79,3,11,1273,sedlo
Julijske Alpe,Rečiška planina,1010,21,4,5,1265,planina
Julijske Alpe,Galetovec,528287,92,11,6,1265,vrh
Julijske Alpe,Berjanca,2619,30,5,5,1264,vrh
Julijske Alpe,Zgornji Goreljek (Pokljuka),7250,37,5,9,1260,"koča, planina, cerkev"
Julijske Alpe,Planina Krnica,400506,80,3,3,1252,planina
Julijske Alpe,Idrska planina,276937,67,2,5,1250,planina
Julijske Alpe,Planina Zgornja Grintovica,373679,78,2,10,1250,planina
Julijske Alpe,Turn (nad Bohinjsko Belo),3330,32,5,4,1249,vrh
Julijske Alpe,Planina Berebica,809,19,1,9,1248,planina
Julijske Alpe,Planina Zagreben,2000,27,1,10,1240,planina
Julijske Alpe,Belska planina,4840,34,4,10,1237,planina
Julijske Alpe,Izvir Nadiže,14650,39,1,2,1232,slap
Julijske Alpe,Planina Zgornji Kozjek,760,19,1,6,1230,planina
Julijske Alpe,Planina Leskovca,363408,77,1,1,1230,planina
Julijske Alpe,Koča na Gozdu,471586,88,1,3,1226,koča
Julijske Alpe,Bivak Hlek,310172,71,2,4,1225,bivak
Julijske Alpe,Spodnji Goreljek (Pokljuka),4240,34,1,4,1222,planina
Julijske Alpe,Italijanska vojaška kapela na Planici,264205,65,2,3,1220,cerkev
Julijske Alpe,Svinska planina,305454,70,1,3,1214,planina
Julijske Alpe,Grajska planina (Ribšca),1690,25,4,9,1210,"jezero, planina"
Julijske Alpe,Škrbina (Mežakla),344512,74,2,4,1210,vrh
Julijske Alpe,Planina Zaprikraj,390876,79,1,2,1208,planina
Julijske Alpe,Lovska koča Mali Vokel,557,16,4,2,1193,Ni podana
Julijske Alpe,Lovčev bivak Pri Koucah,218411,60,2,4,1192,Ni podana
Julijske Alpe,Police,2357,29,1,3,1184,vrh
Julijske Alpe,Planina Bala,250558,64,1,3,1181,planina
Julijske Alpe,Planina Spodnja Grintovica,357888,76,2,2,1175,planina
Julijske Alpe,Planina Ilovec,1060,21,1,6,1170,planina
Julijske Alpe,Planina Pretovč,252771,64,2,3,1160,"planina, sedlo"
Julijske Alpe,Bivak na Črniku,255774,64,1,2,1160,bivak
Julijske Alpe,Koča na Uskovnici,643201,97,7,24,1154,"koča, planina, cerkev"
Julijske Alpe,Zgornji Martuljkov slap,416213,82,2,2,1150,slap
Julijske Alpe,Planina Blato,543490,93,1,4,1147,planina
Julijske Alpe,Gozdarska koča Mali Vokel,744,19,3,4,1145,Ni podana
Julijske Alpe,Zapotoški slapovi,1560,24,1,8,1140,slap
Julijske Alpe,Planina Medrja,214866,60,1,3,1133,planina
Julijske Alpe,Snežna jama na Mežakli,315557,71,1,4,1130,Ni podana
Julijske Alpe,Ruska kapelica,349697,75,1,5,1130,cerkev
Julijske Alpe,Bedančev dom,22170,40,1,2,1116,koča
Julijske Alpe,Koča v Krnici,618304,96,3,7,1113,koča
Julijske Alpe,Dom v Tamarju,619412,96,3,10,1108,"koča, planina, cerkev"
Julijske Alpe,Hotunjski vrh,12070,38,6,2,1107,vrh
Julijske Alpe,Planina Lom,268792,66,1,2,1090,"planina, sedlo"
Julijske Alpe,Mihov dom na Vršiču,411491,82,1,6,1085,koča
Julijske Alpe,Kobala,242538,63,1,3,1080,vrh
Julijske Alpe,Malga Cuarnan,666,17,1,1,1070,koča
Julijske Alpe,Planina v Prodih,2680,30,1,4,1070,planina
Julijske Alpe,Kosijev dom na Vogarju,530817,92,1,3,1054,"koča, planina"
Julijske Alpe,Slapovi v Kotu,2210,28,1,5,1050,slap
Julijske Alpe,Partizanska bolnišnica na Mežakli,186896,56,1,3,1050,Ni podana
Julijske Alpe,Koča na planini Stador,311724,71,0,3,1050,"koča, planina"
Julijske Alpe,Kup,266933,66,2,10,1046,vrh
Julijske Alpe,Planina Obranica,267712,66,3,6,1035,"koča, planina"
Julijske Alpe,Planinsko zavetišče Slatna,2000,27,1,3,1023,koča
Julijske Alpe,Vodnikov razglednik,20700,39,2,5,1017,vrh
Julijske Alpe,Aljažev dom v Vratih,555019,94,1,11,1015,"koča, bivak, cerkev"
Julijske Alpe,Jezerska planina / Alpe del Lago,1870,26,1,6,1006,planina
Julijske Alpe,Planina za Jamo,230112,61,1,3,1005,planina
Julijske Alpe,Studor,14190,39,3,3,1002,"vrh, jezero, planina"
Julijske Alpe,Koča na planini Kuhinja,325425,72,1,2,1002,"koča, planina"
Julijske Alpe,Klatnica,215165,60,1,4,1000,Ni podana
Julijske Alpe,Planina Laška seč,235491,62,1,3,1000,planina
Julijske Alpe,Izvir Soče,489911,89,1,5,990,slap
Julijske Alpe,Sveta Marjeta pod Stolom,252626,64,1,1,973,cerkev
Julijske Alpe,Ožarjeni kamen,5460,35,1,7,960,Ni podana
Julijske Alpe,Planina Ravne,2658,30,1,4,956,planina
Julijske Alpe,Slap Suha,292831,69,1,3,950,slap
Julijske Alpe,Rudnica,459322,87,8,14,946,vrh
Julijske Alpe,Boršt,5364,35,3,9,931,vrh
Julijske Alpe,Slap Zaročenca,310655,71,0,24,930,slap
Julijske Alpe,Ingotova koča na planini Jesenje,426717,83,2,3,930,"koča, planina, cerkev"
Julijske Alpe,Zgornje Mangartsko jezero,372362,78,3,5,929,"koča, jezero"
Julijske Alpe,Spodnje Mangartsko jezero,4852,35,3,12,924,"koča, jezero"
Julijske Alpe,Planina Rčitno,271791,66,4,16,900,planina
Julijske Alpe,Kres nad Kočno,2754,30,1,8,890,vrh
Julijske Alpe,Planina Blatce,2335,29,2,5,888,planina
Julijske Alpe,Kovinarska koča v Krmi,367767,77,3,4,870,"koča, planina"
Julijske Alpe,Vrše,3447,32,2,5,850,vrh
Julijske Alpe,Izvir Boke,272501,66,1,9,850,Ni podana
Julijske Alpe,Slap Peričnik - zgornji slap,391884,80,1,8,850,slap
Julijske Alpe,Spodnji Martuljkov slap,323853,72,1,1,850,slap
Julijske Alpe,Zelenci,508972,91,3,12,845,jezero
Julijske Alpe,Grančišče,294240,69,4,11,844,vrh
Julijske Alpe,Logje,329736,73,1,4,840,planina
Julijske Alpe,Hom pri Bledu,11536,38,3,8,834,vrh
Julijske Alpe,Jezero Jasna,16230,39,1,15,830,"koča, jezero"
Julijske Alpe,Pokljuška soteska (luknja),312146,71,1,4,830,Ni podana
Julijske Alpe,Poljanska baba,225672,61,1,8,830,vrh
Julijske Alpe,Brezje / Montemaggiore,144842,51,1,2,819,Ni podana
Julijske Alpe,Sv. Peter in Pavel (Perati),781,19,1,3,812,cerkev
Julijske Alpe,Humčič,226936,61,2,3,810,Ni podana
Julijske Alpe,Žerjavec (Kavče),2483,29,2,9,805,vrh
Julijske Alpe,Koča na Petrovem Brdu,367784,77,1,10,804,"koča, sedlo"
Julijske Alpe,Planina Črča,196867,57,1,2,800,planina
Julijske Alpe,Slap Peričnik - spodnji slap,380658,78,3,17,800,slap
Julijske Alpe,Slap Savica,412672,82,1,5,794,"slap, jezero"
Julijske Alpe,Počitniški dom v Možnici,324988,72,1,3,793,"koča, bivak"
Julijske Alpe,Kamin Široka polica,2120,27,1,5,780,Ni podana
Julijske Alpe,Slap Mostnice,14580,39,1,4,773,slap
Julijske Alpe,Rio Bianco / Beli potok,161018,53,0,4,770,slap
Julijske Alpe,Korita Mlinarice,419344,83,1,2,770,slap
Julijske Alpe,Sveti Lenart (Bača pri Podbrdu),182796,56,1,4,751,cerkev
Julijske Alpe,Koča pri Peričniku,294069,69,2,2,750,koča
Julijske Alpe,Slap Slatenik,275969,67,1,2,750,slap
Julijske Alpe,Okrepčevalnica Slap Voje,6210,36,1,3,745,koča
Julijske Alpe,Gogalova lipa,2848,31,2,3,725,Ni podana
Julijske Alpe,Mladinski izobraževalni center v Bavšici,219876,60,1,4,725,planina
Julijske Alpe,Jamnikov spodmol,1890,26,1,4,720,Ni podana
Julijske Alpe,Belopotoški slap,375739,78,1,3,720,slap
Julijske Alpe,Jezero Kreda,13173,39,2,9,715,jezero
Julijske Alpe,Dolina Škratov,342716,74,1,10,700,Ni podana
Julijske Alpe,Slap Parabola,403229,81,1,4,700,"slap, jezero"
Julijske Alpe,Izvir Tolminke,416500,82,1,6,695,planina
Julijske Alpe,Mala Osojnica,509698,91,2,5,691,vrh
Julijske Alpe,Koča na Vojah,411816,82,1,2,690,koča
Julijske Alpe,Gorejca,325379,72,1,5,680,slap
Julijske Alpe,Slap Boka,521607,92,2,10,680,slap
Julijske Alpe,Jezero Kreda v dolini Radovne,2010,27,1,6,674,jezero
Julijske Alpe,Izvir Bele,226009,61,1,2,665,Ni podana
Julijske Alpe,Izvir Lipnika,1270,23,1,3,660,Ni podana
Julijske Alpe,Spominsko obeležje Aleš Kunaver,3506,32,1,3,660,Ni podana
Julijske Alpe,Jezerce v dolini Radovne,1630,25,1,2,657,jezero
Julijske Alpe,Koča pri Savici,12830,39,3,10,653,koča
Julijske Alpe,Peč (razgledišče),17450,39,1,2,650,vrh
Julijske Alpe,Straža,348056,75,1,3,646,vrh
Julijske Alpe,Marija Snežna v Breginjskem kotu,173916,55,1,1,645,"vrh, cerkev"
Julijske Alpe,Sveta Katarina na Homu,8731,37,2,4,634,cerkev
Julijske Alpe,Izvir Bohinjske Bistrice,299188,69,1,4,630,slap
Julijske Alpe,Poglejska cerkev,244440,63,1,2,630,Ni podana
Julijske Alpe,Dobra gora,296632,69,1,4,620,vrh
Julijske Alpe,Blejski grad,12956,39,1,6,599,Ni podana
Julijske Alpe,Ribenska gora,182123,56,1,4,588,vrh
Julijske Alpe,Ajdovski gradec,8300,37,2,10,580,vrh
Julijske Alpe,Korita Možnice (Nemčlje),319224,72,1,6,580,slap
Julijske Alpe,Javorca,485317,89,1,10,571,"planina, cerkev"
Julijske Alpe,Jama Srnica,253761,64,1,2,550,Ni podana
Julijske Alpe,Iglica,258518,65,1,2,550,"vrh, slap"
Julijske Alpe,Sveti Janez Krstnik (Ribčev Laz),5130,35,1,5,532,"jezero, cerkev"
Julijske Alpe,Slap Šum v Blejskem Vintgarju,9470,38,1,8,520,slap
Julijske Alpe,Mlina peč,721,18,1,4,506,vrh
Julijske Alpe,Žičnica čez Tolminko,257179,64,1,1,500,Ni podana
Julijske Alpe,Tonovcov grad pri Kobaridu,406647,81,1,3,500,vrh
Julijske Alpe,Gradišče (Bodešče),219363,60,2,4,499,vrh
Julijske Alpe,Sveti Lenart (Bodešče),193729,57,2,5,485,cerkev
Julijske Alpe,Velika korita Soče,407139,81,1,8,480,Ni podana
Julijske Alpe,Blejsko jezero,4280,34,1,24,475,"jezero, cerkev"
Julijske Alpe,Slap Beri,234507,62,1,0,454,slap
Julijske Alpe,Izvir Glijuna,293847,69,1,4,450,Ni podana
Julijske Alpe,Mala Boka,214984,60,1,1,440,Ni podana
Julijske Alpe,Kozlov rob,378148,78,2,8,426,vrh
Julijske Alpe,Slap Sopota (Soupat),346431,75,1,4,400,slap
Julijske Alpe,Slap Virje,415452,82,1,4,400,"slap, jezero"
Julijske Alpe,Gregorčičev slap,10040,38,1,2,390,slap
Julijske Alpe,Korita Soče pri Kršovcu,322848,72,1,2,390,Ni podana
Julijske Alpe,Slap Veliki Kozjak,438691,84,1,3,250,"slap, jezero"
Julijske Alpe,Slap Mali Kozjak,297025,69,1,2,230,slap
Julijske Alpe,Tolminska korita,433121,84,0,24,180,Ni podana
Kamniško Savinjske Alpe,Grintovec,1156090,100,14,14,2558,vrh
Kamniško Savinjske Alpe,Jezerska Kočna,723230,98,14,12,2540,vrh
Kamniško Savinjske Alpe,Skuta,887959,99,9,10,2532,vrh
Kamniško Savinjske Alpe,Kokrska Kočna,569702,95,8,10,2520,vrh
Kamniško Savinjske Alpe,Na Križu (Kokrska Kočna),19180,39,1,0,2484,vrh
Kamniško Savinjske Alpe,Dolgi hrbet,557299,94,6,7,2473,vrh
Kamniško Savinjske Alpe,Štruca,530944,92,7,4,2457,vrh
Kamniško Savinjske Alpe,Kranjska Rinka,566214,95,7,5,2453,vrh
Kamniško Savinjske Alpe,Koroška Rinka (Križ),623058,96,7,6,2433,vrh
Kamniško Savinjske Alpe,Planjava - zahodni vrh,2090,27,0,0,2394,vrh
Kamniško Savinjske Alpe,Planjava,766312,99,13,10,2392,vrh
Kamniško Savinjske Alpe,Štajerska Rinka,502637,90,5,4,2374,vrh
Kamniško Savinjske Alpe,Ojstrica,957534,100,17,9,2350,vrh
Kamniško Savinjske Alpe,Lučka Brana (Baba),471457,88,1,1,2331,vrh
Kamniško Savinjske Alpe,Mala Rinka,484095,89,2,2,2289,vrh
Kamniško Savinjske Alpe,Brana,837420,99,4,7,2253,vrh
Kamniško Savinjske Alpe,Turska gora,679667,98,5,8,2251,vrh
Kamniško Savinjske Alpe,Kalški greben,669416,97,13,5,2224,vrh
Kamniško Savinjske Alpe,Mrzla gora,671797,97,8,8,2203,vrh
Kamniško Savinjske Alpe,Storžič,1146458,100,30,29,2132,vrh
Kamniško Savinjske Alpe,Najvišji rob (Zeleniške špice),514730,91,2,4,2127,vrh
Kamniško Savinjske Alpe,Velika (Koroška) Baba,661048,97,8,9,2127,vrh
Kamniško Savinjske Alpe,Velika Zelenica,574127,95,4,7,2114,vrh
Kamniško Savinjske Alpe,Storžek,511044,91,5,7,2110,vrh
Kamniško Savinjske Alpe,Veliki vrh (Veža),554958,94,5,6,2110,vrh
Kamniško Savinjske Alpe,Ledinski vrh,617939,96,5,8,2108,vrh
Kamniško Savinjske Alpe,Kogel,493808,90,1,9,2100,vrh
Kamniško Savinjske Alpe,Bivak pod Grintovcem,551720,94,3,10,2100,bivak
Kamniško Savinjske Alpe,Krofička,637288,97,5,7,2083,vrh
Kamniško Savinjske Alpe,Bivak pod Skuto,564123,94,1,5,2070,bivak
Kamniško Savinjske Alpe,Velika Raduha,961236,100,11,15,2062,vrh
Kamniško Savinjske Alpe,Kalška gora,604110,96,11,3,2047,vrh
Kamniško Savinjske Alpe,Mala Raduha,439944,85,3,4,2029,vrh
Kamniško Savinjske Alpe,Molička peč,522162,92,3,4,2029,vrh
Kamniško Savinjske Alpe,Lučki Dedec,571255,95,6,8,2023,vrh
Kamniško Savinjske Alpe,Mala Ojstrica,555760,94,2,3,2017,vrh
Kamniško Savinjske Alpe,Vrh Korena,608722,96,9,3,1999,vrh
Kamniško Savinjske Alpe,Kompotela,619342,96,3,4,1989,vrh
Kamniško Savinjske Alpe,Tolsti vrh (Veža),452714,86,4,8,1985,vrh
Kamniško Savinjske Alpe,Vršiči,332743,73,1,3,1980,vrh
Kamniško Savinjske Alpe,Bivak pod Mrzlim vrhom,372287,77,4,1,1980,bivak
Kamniško Savinjske Alpe,Košutna,517516,91,3,3,1974,vrh
Kamniško Savinjske Alpe,Veliki Zvoh,588377,95,5,7,1971,"vrh, jezero"
Kamniško Savinjske Alpe,Deska (Veža),418426,82,4,5,1970,vrh
Kamniško Savinjske Alpe,Vežica,313781,71,1,2,1965,vrh
Kamniško Savinjske Alpe,Dleskovec,446241,85,1,6,1965,vrh
Kamniško Savinjske Alpe,Matkova kopa,393923,80,1,5,1957,vrh
Kamniško Savinjske Alpe,Bivak v Kočni,348996,75,1,3,1952,bivak
Kamniško Savinjske Alpe,Lanež,419327,83,7,6,1925,vrh
Kamniško Savinjske Alpe,Jamarski bivak na Dleskovški planoti,7900,37,3,6,1910,bivak
Kamniško Savinjske Alpe,Križevnik,470848,87,4,4,1909,vrh
Kamniško Savinjske Alpe,Rjavčki vrh (Planinšca),341346,74,3,3,1898,vrh
Kamniško Savinjske Alpe,Kamniška koča na Kamniškem sedlu,1034668,100,4,13,1864,"koča, bivak, sedlo"
Kamniško Savinjske Alpe,Krvavec,620700,96,4,9,1853,vrh
Kamniško Savinjske Alpe,Mokrica,470133,87,4,3,1853,vrh
Kamniško Savinjske Alpe,Srednji vrh,542154,93,7,10,1853,vrh
Kamniško Savinjske Alpe,Vodotočno jezero (Veža),478688,88,4,9,1850,"jezero, planina"
Kamniško Savinjske Alpe,Lastovec,312388,71,1,1,1841,vrh
Kamniško Savinjske Alpe,Planina Dolga trata,303798,70,1,11,1835,"bivak, planina"
Kamniško Savinjske Alpe,Rzenik,480712,89,3,8,1833,vrh
Kamniško Savinjske Alpe,Cjanovca,493404,90,7,8,1820,vrh
Kamniško Savinjske Alpe,Mali Grintovec,534033,92,24,8,1813,vrh
Kamniško Savinjske Alpe,Jelovec,361799,76,2,5,1808,vrh
Kamniško Savinjske Alpe,Kocbekov dom na Korošici,671666,97,13,9,1808,"koča, bivak, planina"
Kamniško Savinjske Alpe,Konj,642775,97,4,10,1803,vrh
Kamniško Savinjske Alpe,Vratca,471748,88,5,5,1802,vrh
Kamniško Savinjske Alpe,Cojzova koča na Kokrskem sedlu,730840,98,4,8,1793,"koča, bivak, sedlo"
Kamniško Savinjske Alpe,Goli vrh,594836,96,3,8,1787,vrh
Kamniško Savinjske Alpe,Kapelica na Molički planini,541269,93,7,22,1780,"koča, planina, sedlo, cerkev"
Kamniško Savinjske Alpe,Planina Košutna,463056,87,3,6,1778,"planina, cerkev"
Kamniško Savinjske Alpe,Strelovec,541372,93,4,4,1763,vrh
Kamniško Savinjske Alpe,Bašeljski vrh,524937,92,16,6,1744,vrh
Kamniško Savinjske Alpe,Veliki vrh,478835,89,1,6,1742,vrh
Kamniško Savinjske Alpe,Licjanovec,6910,36,1,2,1733,vrh
Kamniško Savinjske Alpe,Tolsti vrh,705406,98,16,13,1715,vrh
Kamniško Savinjske Alpe,Kranjska koča na Ledinah,645094,97,4,5,1700,"koča, bivak"
Kamniško Savinjske Alpe,Planina Polšak,304432,70,1,5,1695,planina
Kamniško Savinjske Alpe,Planina Dolga njiva (Krvavec),420884,83,4,11,1688,planina
Kamniško Savinjske Alpe,Komen,504425,91,6,15,1684,"vrh, cerkev"
Kamniško Savinjske Alpe,Dom na Krvavcu,500081,90,4,6,1684,"koča, planina"
Kamniško Savinjske Alpe,Planina Koren,445326,85,4,6,1675,planina
Kamniško Savinjske Alpe,Gradišče (Velika planina),963801,100,12,8,1666,"vrh, planina"
Kamniško Savinjske Alpe,Kržišče (Pokovše),6100,36,2,3,1658,vrh
Kamniško Savinjske Alpe,Planina Rzenik,407480,81,2,4,1654,planina
Kamniško Savinjske Alpe,Koritni vrh (Velika planina),431474,84,2,2,1648,vrh
Kamniško Savinjske Alpe,Veliki Travnik,423421,83,6,12,1637,vrh
Kamniško Savinjske Alpe,Šentanski vrh,438625,84,14,6,1635,vrh
Kamniško Savinjske Alpe,Dobrča,792553,99,18,14,1634,vrh
Kamniško Savinjske Alpe,Kozji vrh,418688,82,1,5,1628,vrh
Kamniško Savinjske Alpe,Krnes,373368,78,2,2,1613,vrh
Kamniško Savinjske Alpe,Gostišče Zeleni Rob,484690,89,1,2,1612,"koča, planina"
Kamniško Savinjske Alpe,Hotel Krvavec,9884,38,4,8,1600,"koča, planina"
Kamniško Savinjske Alpe,Planina Dolga njiva,480362,89,4,5,1600,planina
Kamniško Savinjske Alpe,Planina Javorje,249526,64,2,3,1594,planina
Kamniško Savinjske Alpe,Vrata,378888,78,1,2,1591,vrh
Kamniško Savinjske Alpe,Boskovec,462148,87,5,3,1587,vrh
Kamniško Savinjske Alpe,Kamniški Dedec,536413,93,2,3,1583,vrh
Kamniško Savinjske Alpe,Smrekovec,677625,97,9,9,1577,vrh
Kamniško Savinjske Alpe,Medvedjak,380705,78,1,1,1573,vrh
Kamniško Savinjske Alpe,Planina Vodole,285306,68,1,5,1570,planina
Kamniško Savinjske Alpe,Poljanski rob,267259,66,3,6,1569,"vrh, planina"
Kamniško Savinjske Alpe,Planina Arta,361393,76,1,3,1564,planina
Kamniško Savinjske Alpe,Planina Podvežak,419269,82,2,4,1564,planina
Kamniško Savinjske Alpe,Kapela Marije Snežne (Velika planina),533569,92,8,9,1560,"vrh, planina, cerkev"
Kamniško Savinjske Alpe,Veliki Rogatec (Veliki Rogac),540394,93,8,20,1557,vrh
Kamniško Savinjske Alpe,Koča na Travniku,487179,89,6,11,1548,"koča, bivak, planina"
Kamniško Savinjske Alpe,Češka koča na Spodnjih Ravneh,869651,99,5,7,1542,"koča, bivak"
Kamniško Savinjske Alpe,Veliki vrh nad Matkovim kotom,9465,37,1,2,1539,vrh
Kamniško Savinjske Alpe,Logarska peč,299274,69,3,2,1536,vrh
Kamniško Savinjske Alpe,Koča na Loki pod Raduho,516873,91,6,16,1534,"koča, planina, cerkev"
Kamniško Savinjske Alpe,Domžalski dom na Mali planini,621016,96,7,11,1534,"koča, planina"
Kamniško Savinjske Alpe,Dom na Kališču,661494,97,21,11,1534,koča
Kamniško Savinjske Alpe,Mali Travnik,208819,59,1,3,1532,vrh
Kamniško Savinjske Alpe,Koča na Treh plotih,366147,77,1,4,1530,"koča, jezero, sedlo"
Kamniško Savinjske Alpe,Črnuški dom na Mali planini,549600,93,7,6,1526,"koča, planina"
Kamniško Savinjske Alpe,Icmanikova planina,281190,67,3,7,1520,"planina, sedlo"
Kamniško Savinjske Alpe,Knezova planina,256080,64,1,3,1520,planina
Kamniško Savinjske Alpe,Jarški dom na Mali planini,492928,90,5,6,1520,"koča, planina"
Kamniško Savinjske Alpe,Vivodnik,477495,88,12,12,1508,vrh
Kamniško Savinjske Alpe,Planina Konjščica (Velika planina),503130,90,2,2,1505,planina
Kamniško Savinjske Alpe,Planina Ravne,304505,70,1,9,1500,planina
Kamniško Savinjske Alpe,Planina Mali Travnik,224837,61,2,3,1500,planina
Kamniško Savinjske Alpe,Špic,271122,66,1,4,1499,vrh
Kamniško Savinjske Alpe,Jenkova planina,391226,80,1,7,1495,"planina, sedlo"
Kamniško Savinjske Alpe,Dom na Gospincu (Hotel Rozka),441173,85,8,3,1491,"koča, planina"
Kamniško Savinjske Alpe,Kriška planina,502538,90,5,5,1480,"koča, planina"
Kamniško Savinjske Alpe,Grebenc,259584,65,3,4,1479,vrh
Kamniško Savinjske Alpe,Koča na Dobrči,651738,97,14,9,1478,koča
Kamniško Savinjske Alpe,Koča na Kriški gori,960331,100,9,9,1471,koča
Kamniško Savinjske Alpe,Javorca (Golte),338992,74,1,9,1465,planina
Kamniško Savinjske Alpe,Koča na Grohatu,502414,90,2,4,1460,"koča, planina"
Kamniško Savinjske Alpe,Visoki vrh nad Jezerskim,360573,76,2,3,1459,vrh
Kamniško Savinjske Alpe,Dom na Menini planini,759936,99,13,18,1453,"koča, planina, cerkev"
Kamniško Savinjske Alpe,Račka vrata,266117,66,1,8,1450,Ni podana
Kamniško Savinjske Alpe,Planina Kališče,463450,87,8,8,1450,planina
Kamniško Savinjske Alpe,Lešanska planina,428652,83,6,9,1450,"koča, planina"
Kamniško Savinjske Alpe,Kranjska reber,482147,89,6,12,1435,vrh
Kamniško Savinjske Alpe,Javorov vrh,497533,90,7,7,1434,vrh
Kamniško Savinjske Alpe,Turni (pri Kozjem vrhu),2180,28,1,5,1432,vrh
Kamniško Savinjske Alpe,Pri Pastirjih,365100,77,1,3,1430,"bivak, planina"
Kamniško Savinjske Alpe,Goli vrh (Šavnice),315769,71,2,8,1426,vrh
Kamniško Savinjske Alpe,Lepenatka,559830,94,10,12,1425,vrh
Kamniško Savinjske Alpe,Čisovec,5710,36,3,4,1419,vrh
Kamniško Savinjske Alpe,Planina Jezerca,21440,40,4,10,1410,planina
Kamniško Savinjske Alpe,Hotel Golte,446555,85,2,1,1410,"koča, planina"
Kamniško Savinjske Alpe,Velika Poljana,490490,89,11,13,1410,"koča, planina, sedlo"
Kamniško Savinjske Alpe,Javornik nad Jezerskim,326939,73,1,1,1399,vrh
Kamniško Savinjske Alpe,Dom na Okrešlju,644330,97,2,1,1396,"koča, bivak, planina"
Kamniško Savinjske Alpe,Krničarjeva koča na planini Javornik,424756,83,5,6,1390,planina
Kamniško Savinjske Alpe,Praprotnikova koča,340255,74,2,4,1380,Ni podana
Kamniško Savinjske Alpe,Dom na Smrekovcu,558203,94,11,13,1375,koča
Kamniško Savinjske Alpe,Mozirska koča na Golteh,540662,93,4,4,1356,koča
