gorovje,ime,ogledi,priljubljenost,st_poti,st_slik,visina,vrsta
Polhograjsko hribovje in Ljubljana,Ferjanka,834,20,3,10,399,"vrh, koča"
Polhograjsko hribovje in Ljubljana,Slavkov dom na Golem brdu,420113,83,2,3,396,koča
Polhograjsko hribovje in Ljubljana,Straža,184989,56,2,2,395,vrh
Polhograjsko hribovje in Ljubljana,Cankarjev vrh (Rožnik),532666,92,4,9,394,"vrh, koča, cerkev"
Polhograjsko hribovje in Ljubljana,Sveti križ na Hribcu,159544,53,1,2,380,Ni podana
Polhograjsko hribovje in Ljubljana,Blagajev grad (Polhograjska graščina),2951,31,1,4,377,Ni podana
Polhograjsko hribovje in Ljubljana,Ljubljanski grad,468176,87,5,10,376,"vrh, koča"
Polhograjsko hribovje in Ljubljana,Liparjev grič,735,18,3,6,374,vrh
Polhograjsko hribovje in Ljubljana,Tabor (nad Črnučami),157,8,1,2,370,vrh
Polhograjsko hribovje in Ljubljana,Mlinčki,5350,35,2,8,340,Ni podana
Polhograjsko hribovje in Ljubljana,Mostec,4871,35,1,3,316,koča
Polhograjsko hribovje in Ljubljana,Grad Jablje,601,17,1,0,310,Ni podana
Polhograjsko hribovje in Ljubljana,Koseški bajer,392589,80,2,7,307,jezero
Posavsko hribovje in Dolenjska,Kum,759215,99,8,21,1220,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Črni vrh (Čemšeniška planina),575149,95,13,12,1204,vrh
Posavsko hribovje in Dolenjska,Trdinov vrh,627386,96,3,5,1178,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Javor,410669,82,6,4,1132,vrh
Posavsko hribovje in Dolenjska,Mrzlica,707447,98,8,11,1122,"vrh, koča"
Posavsko hribovje in Dolenjska,Koča na Čemšeniški planini,609404,96,13,10,1120,koča
Posavsko hribovje in Dolenjska,Veliki Rog,360678,76,2,3,1099,vrh
Posavsko hribovje in Dolenjska,Gozdnik,472499,88,6,7,1090,"vrh, bivak"
Posavsko hribovje in Dolenjska,Ledenik,9520,38,3,3,1072,vrh
Posavsko hribovje in Dolenjska,Sveta Marija (Ključevica),8680,37,2,4,1067,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Mirna gora,588351,95,5,4,1047,vrh
Posavsko hribovje in Dolenjska,Slovenski vrh,10070,38,3,2,1041,vrh
Posavsko hribovje in Dolenjska,Mestni vrh,390703,79,2,1,1034,vrh
Posavsko hribovje in Dolenjska,Veliki Javornik (Bohor),517882,91,8,6,1023,vrh
Posavsko hribovje in Dolenjska,Sveta planina (Partizanski vrh),461369,87,7,14,1011,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Požgani hrib,260924,65,2,1,1009,vrh
Posavsko hribovje in Dolenjska,Dom na Mirni gori,459674,87,4,12,1000,koča
Posavsko hribovje in Dolenjska,Livoldski vrh,202016,58,2,1,994,vrh
Posavsko hribovje in Dolenjska,Veliko Kozje,460653,87,3,2,993,vrh
Posavsko hribovje in Dolenjska,Kal,472914,88,2,1,985,vrh
Posavsko hribovje in Dolenjska,Koprivnik (Bohor),292586,68,5,2,984,vrh
Posavsko hribovje in Dolenjska,Grad Fridrihštajn,401281,81,2,2,970,vrh
Posavsko hribovje in Dolenjska,Stene svete Ane,346699,75,8,5,964,vrh
Posavsko hribovje in Dolenjska,Dom pri Miklavžu,454615,86,1,2,964,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Nebeška gora,422350,83,1,10,958,vrh
Posavsko hribovje in Dolenjska,Špilk,358831,76,3,8,956,"vrh, bivak"
Posavsko hribovje in Dolenjska,Gače,381256,78,1,10,955,vrh
Posavsko hribovje in Dolenjska,Skalica (Bohor),262315,65,5,6,951,vrh
Posavsko hribovje in Dolenjska,Lisca,700373,98,5,4,948,"vrh, koča"
Posavsko hribovje in Dolenjska,Planinski rudarski dom na Kalu,373995,78,2,2,946,koča
Posavsko hribovje in Dolenjska,Malič,405979,81,7,4,936,vrh
Posavsko hribovje in Dolenjska,Roviškovec,233377,62,3,4,930,vrh
Posavsko hribovje in Dolenjska,Reška planina,350193,75,3,3,925,vrh
Posavsko hribovje in Dolenjska,Debeli vrh (Bohor),185454,56,4,4,921,vrh
Posavsko hribovje in Dolenjska,Plešivec (Bohor),647,17,3,2,915,vrh
Posavsko hribovje in Dolenjska,Petrova skala na Bohorju,673,18,3,1,913,Ni podana
Posavsko hribovje in Dolenjska,Adijev bivak na Reški planini,330,13,1,4,910,bivak
Posavsko hribovje in Dolenjska,Koča pri Sveti Ani na Mali gori,448434,86,8,8,910,"koča, cerkev"
Posavsko hribovje in Dolenjska,Kopitnik,547420,93,6,7,910,vrh
Posavsko hribovje in Dolenjska,Krvavica,482978,89,2,4,909,vrh
Posavsko hribovje in Dolenjska,Planinski dom Vrhe,304803,70,6,4,908,"koča, sedlo, cerkev"
Posavsko hribovje in Dolenjska,Koča na Bohorju,458994,86,6,4,896,koča
Posavsko hribovje in Dolenjska,Grmada (Bohor),2340,29,1,3,890,vrh
Posavsko hribovje in Dolenjska,Klobuk,376976,78,2,2,890,vrh
Posavsko hribovje in Dolenjska,Sveti Peter,429286,83,3,10,888,vrh
Posavsko hribovje in Dolenjska,Grmada na Mali gori,356261,76,8,7,887,"vrh, koča"
Posavsko hribovje in Dolenjska,Naravno bohorsko okno,779,19,3,3,883,Ni podana
Posavsko hribovje in Dolenjska,Slivna (Pivkelj),322139,72,5,4,880,vrh
Posavsko hribovje in Dolenjska,Reber,243751,63,3,6,878,vrh
Posavsko hribovje in Dolenjska,Pleše,225134,61,4,3,866,vrh
Posavsko hribovje in Dolenjska,Koča na Kopitniku,385476,79,5,12,865,koča
Posavsko hribovje in Dolenjska,Kamnik,403619,81,4,4,861,"vrh, bivak"
Posavsko hribovje in Dolenjska,Oslica (Bohor),188194,56,5,10,860,vrh
Posavsko hribovje in Dolenjska,Ostrež,354547,76,1,1,856,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Ostri vrh,327211,73,1,2,855,vrh
Posavsko hribovje in Dolenjska,Zasavska Sveta gora,573287,95,9,16,852,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Koča pri Jelenovem studencu,395734,80,2,4,850,koča
Posavsko hribovje in Dolenjska,Lipovec,210499,59,1,3,848,vrh
Posavsko hribovje in Dolenjska,Lovski dom Bohor,348,13,1,2,842,koča
Posavsko hribovje in Dolenjska,Sv. Primož in Felicijan (Razbor pri Čemšeniku),2080,27,1,4,841,cerkev
Posavsko hribovje in Dolenjska,Ledena jama na Stojni,280009,67,1,2,840,Ni podana
Posavsko hribovje in Dolenjska,Cicelj,414679,82,7,5,836,vrh
Posavsko hribovje in Dolenjska,Tolsti vrh nad Celjsko kočo,445818,85,14,3,834,vrh
Posavsko hribovje in Dolenjska,Golava,405760,81,3,3,834,"vrh, bivak"
Posavsko hribovje in Dolenjska,Lovski vrh,1940,26,2,4,830,vrh
Posavsko hribovje in Dolenjska,Dom na Zgornji Slivni,290051,68,4,6,826,"koča, cerkev"
Posavsko hribovje in Dolenjska,Planinski dom na Zasavski Sveti gori,313461,71,8,2,822,koča
Posavsko hribovje in Dolenjska,Planinski dom pri Gospodični,483713,89,2,2,822,koča
Posavsko hribovje in Dolenjska,Sedlata gorica (Pogorelec),257461,65,1,4,817,vrh
Posavsko hribovje in Dolenjska,Govško brdo,307641,70,3,6,811,vrh
Posavsko hribovje in Dolenjska,Brest (Bohor),164347,54,5,5,808,vrh
Posavsko hribovje in Dolenjska,Veliki vrh nad Svetino,271562,66,5,5,807,vrh
Posavsko hribovje in Dolenjska,Janče,567740,95,8,9,792,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Pašnik Lipovec,185489,56,1,4,790,"planina, sedlo"
Posavsko hribovje in Dolenjska,Baba,258844,65,1,2,789,vrh
Posavsko hribovje in Dolenjska,Dom na Šmohorju,528260,92,7,6,784,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Kamen vrh,332610,73,5,7,783,"vrh, koča"
Posavsko hribovje in Dolenjska,Vrhe (pri Gorah),161,8,3,3,781,vrh
Posavsko hribovje in Dolenjska,Vrunčev dom na Svetini,302000,70,9,7,780,koča
Posavsko hribovje in Dolenjska,Tolsto,157018,53,1,4,780,vrh
Posavsko hribovje in Dolenjska,Obolno,348114,75,4,8,776,vrh
Posavsko hribovje in Dolenjska,Limbarska gora,574874,95,9,21,773,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Almin dom na Svetini,468470,87,12,1,772,"koča, cerkev"
Posavsko hribovje in Dolenjska,Kotečnik,356015,76,2,4,772,vrh
Posavsko hribovje in Dolenjska,Jasovnik,3180,31,1,4,764,vrh
Posavsko hribovje in Dolenjska,Dom v Gorah,382275,79,6,16,762,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Vrtače,2102,27,2,2,758,vrh
Posavsko hribovje in Dolenjska,Babni vrh,1430,24,4,7,753,vrh
Posavsko hribovje in Dolenjska,Kucelj,397091,80,4,4,748,vrh
Posavsko hribovje in Dolenjska,Sveti Ahac,371552,77,2,2,748,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Sveti Ilija (Planina),231638,62,1,2,747,cerkev
Posavsko hribovje in Dolenjska,Murovica,372567,78,10,6,743,vrh
Posavsko hribovje in Dolenjska,Zajčeva koča,362060,76,2,3,742,koča
Posavsko hribovje in Dolenjska,Kozice,5980,36,2,7,741,vrh
Posavsko hribovje in Dolenjska,Sveti Miklavž nad Savo,440692,85,4,7,741,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Žamboh,2053,27,1,4,738,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Tolsta gora,7720,37,2,4,734,vrh
Posavsko hribovje in Dolenjska,Ciganov vrh (Korinjski hrib),202234,58,1,0,731,vrh
Posavsko hribovje in Dolenjska,Sveti Križ (nad Planino pri Sevnici),568,16,2,6,730,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Markova glava (razgledna stena),4840,34,1,1,722,vrh
Posavsko hribovje in Dolenjska,Kmečki turizem Obolno,3690,33,2,1,722,koča
Posavsko hribovje in Dolenjska,Sveti Lovrenc nad vasjo Okroglice,257087,64,1,4,722,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Grmada nad Celjem,505974,91,5,6,718,vrh
Posavsko hribovje in Dolenjska,Pokojni vrh (Bohor),137173,51,1,3,711,vrh
Posavsko hribovje in Dolenjska,Gradišče,308042,71,1,2,706,vrh
Posavsko hribovje in Dolenjska,Plezališče in ferata Renke,17280,39,1,6,700,Ni podana
Posavsko hribovje in Dolenjska,Srebotnik,406649,81,8,3,700,vrh
Posavsko hribovje in Dolenjska,Sveti Florjan (Zgornja Gora),1780,26,3,6,698,cerkev
Posavsko hribovje in Dolenjska,Gorišca,1340,23,1,2,698,vrh
Posavsko hribovje in Dolenjska,Tabor,2152,28,1,2,697,vrh
Posavsko hribovje in Dolenjska,Pristava nad Stično,299710,69,2,4,694,vrh
Posavsko hribovje in Dolenjska,Bavč,2100,27,4,6,692,vrh
Posavsko hribovje in Dolenjska,Golčaj,300730,69,4,9,690,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Limberk,206338,59,1,2,687,vrh
Posavsko hribovje in Dolenjska,Veliki Špiček,319274,72,1,2,686,vrh
Posavsko hribovje in Dolenjska,Resevna,528664,92,5,4,682,"vrh, koča"
Posavsko hribovje in Dolenjska,Sveti Križ (Slemšek),692,18,1,2,680,"koča, cerkev"
Posavsko hribovje in Dolenjska,Vrh (Šticna),173650,55,1,4,679,vrh
Posavsko hribovje in Dolenjska,Stari grad (grad Čušperk),244152,63,1,3,668,vrh
Posavsko hribovje in Dolenjska,Dom pod Reško planino,338162,74,4,5,664,"koča, cerkev"
Posavsko hribovje in Dolenjska,Visoka špica,303990,70,3,4,660,vrh
Posavsko hribovje in Dolenjska,Sveta Marjeta (Prežganje),4805,34,1,7,658,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Dom Ušte - Žerenk,396273,80,6,7,658,koča
Posavsko hribovje in Dolenjska,Celjska koča,612098,96,13,5,652,koča
Posavsko hribovje in Dolenjska,Raskože (Bohor),121024,49,1,3,650,vrh
Posavsko hribovje in Dolenjska,Stražnik,476,15,1,8,648,vrh
Posavsko hribovje in Dolenjska,Vrhija,134654,50,1,2,648,vrh
Posavsko hribovje in Dolenjska,GEOSS,405409,81,4,9,645,koča
Posavsko hribovje in Dolenjska,Zabreznik (Sv. Miklavž),130428,50,2,3,644,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Sveti Lambert,150458,52,2,2,643,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Pastirska kapelica,52,4,1,2,640,cerkev
Posavsko hribovje in Dolenjska,Sveti Duh (Polževo),5170,35,2,4,630,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Veliki Bojanski vrh,1070,22,4,6,627,vrh
Posavsko hribovje in Dolenjska,Žagarski vrh,19110,39,1,5,627,"vrh, koča"
Posavsko hribovje in Dolenjska,Kalanov hrib (Kalanček),203826,58,2,2,626,vrh
Posavsko hribovje in Dolenjska,Pečovniška koča na Grmadi,360716,76,6,4,620,koča
Posavsko hribovje in Dolenjska,Pugled,338736,74,3,2,615,vrh
Posavsko hribovje in Dolenjska,Bajturn (Zaplaški hrib),3750,33,8,3,609,vrh
Posavsko hribovje in Dolenjska,Lomnik,111676,48,0,0,609,vrh
Posavsko hribovje in Dolenjska,Veliki Slomnik,267794,66,6,1,609,vrh
Posavsko hribovje in Dolenjska,Dragov dom na Homu,380915,78,6,5,607,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Gradišče nad Ilovo Goro,583,17,1,8,601,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Mali Bojanski vrh,549,16,5,5,600,vrh
Posavsko hribovje in Dolenjska,Sveti Štefan (Turje),102,6,1,4,598,cerkev
Posavsko hribovje in Dolenjska,Hotel Polževo,10950,38,1,4,592,koča
Posavsko hribovje in Dolenjska,Semenič,123002,49,1,1,590,vrh
Posavsko hribovje in Dolenjska,Dom na Bukovici,358827,76,2,3,584,"vrh, koča"
Posavsko hribovje in Dolenjska,Hum nad Laškim,32690,40,2,6,583,vrh
Posavsko hribovje in Dolenjska,Trebni vrh,237764,62,6,3,581,vrh
Posavsko hribovje in Dolenjska,Stari grad Kamnik,322976,72,2,7,577,"vrh, koča"
Posavsko hribovje in Dolenjska,Mehovski hrib,398652,80,6,23,571,vrh
Posavsko hribovje in Dolenjska,Hom nad Celjem,323820,72,4,2,570,vrh
Posavsko hribovje in Dolenjska,Grmadnik,1360,23,1,7,569,vrh
Posavsko hribovje in Dolenjska,Rifnik,389948,79,2,8,568,vrh
Posavsko hribovje in Dolenjska,Resje nad Štorami,254754,64,4,5,567,vrh
Posavsko hribovje in Dolenjska,Lovski dom na Govcah,91,6,3,2,565,koča
Posavsko hribovje in Dolenjska,Lisec (Liška gora),183752,56,1,7,565,vrh
Posavsko hribovje in Dolenjska,Lovski dom na Vrhtrebnjem,231397,61,4,5,562,"koča, cerkev"
Posavsko hribovje in Dolenjska,Španov vrh (Besnica),412,14,1,2,559,vrh
Posavsko hribovje in Dolenjska,Pri knapu pod Babo,189767,57,2,6,552,"bivak, sedlo"
Posavsko hribovje in Dolenjska,Smuk,207498,59,2,9,545,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Zaplaz,4180,34,3,3,543,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Gradiše (nad Štorami),315,12,1,4,540,vrh
Posavsko hribovje in Dolenjska,Kožljevec,405,14,1,1,533,vrh
Posavsko hribovje in Dolenjska,Vipota,210142,59,3,5,532,vrh
Posavsko hribovje in Dolenjska,Debenji vrh,472564,88,7,11,530,vrh
Posavsko hribovje in Dolenjska,Sveta Trojica (nad Dobom),6071,36,4,2,527,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Svete gore,282109,67,3,22,527,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Kamčič,1230,22,3,13,525,vrh
Posavsko hribovje in Dolenjska,Sv. Peter (Olešče),193114,57,2,8,525,cerkev
Posavsko hribovje in Dolenjska,Ostri vrh (nad Globodolom),2292,28,3,3,523,vrh
Posavsko hribovje in Dolenjska,Strešni vrh (Svibno),181298,56,2,1,523,vrh
Posavsko hribovje in Dolenjska,Grad Turjak,264381,65,3,2,522,vrh
Posavsko hribovje in Dolenjska,Sv. Križ (Retje),169145,54,6,0,520,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Turn (Sv. Janez Krstnik),260236,65,5,6,513,vrh
Posavsko hribovje in Dolenjska,Sveti Mohor na Mohorjevem hribu,5600,36,3,5,511,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Lavričeva koča na Gradišču,475312,88,2,4,510,"vrh, koča, cerkev"
Posavsko hribovje in Dolenjska,Sveti Lenart (Kandrše),536,16,1,4,508,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Grad Višnja Gora (Stari grad),3070,31,1,4,506,vrh
Posavsko hribovje in Dolenjska,Magdalenska gora,352219,75,1,4,504,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Kapelica pri Mariji pod Srebotnikom,1180,22,2,3,500,cerkev
Posavsko hribovje in Dolenjska,Ajdovščina nad Ihanom,3797,33,1,1,495,vrh
Posavsko hribovje in Dolenjska,Tabor Cerovo,2690,30,3,12,493,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Sveti Mihael (Križate),362,13,1,3,491,cerkev
Posavsko hribovje in Dolenjska,Rudniško jezero,4342,34,1,8,490,"koča, jezero"
Posavsko hribovje in Dolenjska,Špicberg,210442,59,2,2,490,vrh
Posavsko hribovje in Dolenjska,Gradiški grič,1860,26,2,5,485,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Grad Podsreda,766,19,1,5,475,Ni podana
Posavsko hribovje in Dolenjska,Oklo nad Ihanom,3670,33,4,8,465,Ni podana
Posavsko hribovje in Dolenjska,Sveti Primož in Felicijan nad Semičem,123200,49,1,2,465,cerkev
Posavsko hribovje in Dolenjska,Vzletišče Peter (Straška gora),555,16,1,2,464,Ni podana
Posavsko hribovje in Dolenjska,Orle,60797,41,5,4,458,"vrh, koča"
Posavsko hribovje in Dolenjska,Planinski dom na Brnici,352820,75,4,2,457,koča
Posavsko hribovje in Dolenjska,Lazarjev vrh,356,13,1,4,452,vrh
Posavsko hribovje in Dolenjska,Mazovnik (Golovec),412102,82,5,3,450,vrh
Posavsko hribovje in Dolenjska,Sitarjevec,202617,58,2,1,448,vrh
Posavsko hribovje in Dolenjska,Sveti Peter (Selo pri Mirni),2048,27,2,5,445,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Murjevka,361,13,1,3,443,vrh
Posavsko hribovje in Dolenjska,Stari grad (Stari Osterberg),224926,61,4,6,443,vrh
Posavsko hribovje in Dolenjska,Cerkev sv. Mihaela na Šmihelu,154,8,2,4,442,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Dom LD Dobrnič,1260,23,3,2,440,"koča, sedlo"
Posavsko hribovje in Dolenjska,Črni hrib (Golovec),272351,66,5,2,440,vrh
Posavsko hribovje in Dolenjska,Velika Radenska stena,1030,21,1,2,439,vrh
Posavsko hribovje in Dolenjska,Luknje,363,13,1,7,438,vrh
Posavsko hribovje in Dolenjska,Gašperjeva koča pod Velikim Kozjem,271757,66,1,1,436,koča
Posavsko hribovje in Dolenjska,Županova jama,210,10,2,4,430,Ni podana
Posavsko hribovje in Dolenjska,Mala Radenska stena,465,15,1,2,428,vrh
Posavsko hribovje in Dolenjska,Sveta Marija (Trška Gora),14680,39,2,8,428,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Sveti Križ (Liška gora),127696,49,1,2,428,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Sveta Katarina (Kuretno),76,6,1,4,419,cerkev
Posavsko hribovje in Dolenjska,Veliki vrh (Križentaver),6360,36,2,6,419,vrh
Posavsko hribovje in Dolenjska,Tinska gora,175181,55,1,4,409,vrh
Posavsko hribovje in Dolenjska,Stari grad na Grajskem hribu,280756,67,3,4,407,vrh
Posavsko hribovje in Dolenjska,Oljska gora,7840,37,3,5,401,vrh
Posavsko hribovje in Dolenjska,Sv. Miklavž na Goropečah,1510,24,2,4,401,cerkev
Posavsko hribovje in Dolenjska,Stari grad (Volčji Potok),1960,27,2,4,398,vrh
Posavsko hribovje in Dolenjska,Miklavžev hrib (Miklavški hrib),176760,55,2,4,394,cerkev
Posavsko hribovje in Dolenjska,Kamnolom mlinskih kamnov,878,20,1,15,390,Ni podana
Posavsko hribovje in Dolenjska,Hribce,1701,25,1,5,388,"vrh, jezero, cerkev"
Posavsko hribovje in Dolenjska,Stara sveta gora,380,14,3,8,386,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Sv. Kunigunda na Taboru nad Ihanom,2212,28,2,3,377,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Miklavžev hrib (Razgledni stolp),1591,25,2,0,376,vrh
Posavsko hribovje in Dolenjska,Sveta Neža (Liboje),1470,24,1,8,368,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Grad Kozje (Drachenburg),437,15,1,3,360,vrh
Posavsko hribovje in Dolenjska,Radenski kal,378,14,1,5,360,"koča, jezero"
Posavsko hribovje in Dolenjska,Sv. Andrej nad Olimjem,2295,28,1,9,351,cerkev
Posavsko hribovje in Dolenjska,Dom Frata,7970,37,3,9,345,koča
Posavsko hribovje in Dolenjska,Gradišče (pri Grižah),1600,25,1,11,341,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Gradiško jezero,9670,38,1,7,340,jezero
Posavsko hribovje in Dolenjska,Sveti Primož (Kremen),3642,33,1,5,340,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Lahomniški sopot,197555,58,1,7,325,slap
Posavsko hribovje in Dolenjska,Cerkev sv. Krištofa na Gramnu,45,4,1,3,324,"vrh, cerkev"
Posavsko hribovje in Dolenjska,Sv. Urban (Cmereška Gorca),152604,52,1,5,322,cerkev
Posavsko hribovje in Dolenjska,Gruska jama,417,14,1,4,320,slap
Posavsko hribovje in Dolenjska,Sv. Lovrenc (Kompole),240237,62,2,9,315,cerkev
Posavsko hribovje in Dolenjska,Pusti Peter,231578,62,1,3,311,cerkev
Posavsko hribovje in Dolenjska,Cerkev Lurške Matere Božje (Lurd),102,6,1,1,300,cerkev
Posavsko hribovje in Dolenjska,Herkulovo svetišče na Bregu,1521,24,1,7,290,cerkev
Posavsko hribovje in Dolenjska,Izvir Krke,8940,37,2,5,272,Ni podana
Posavsko hribovje in Dolenjska,Stari grad nad Otočcem,3520,32,1,4,250,Ni podana
Posavsko hribovje in Dolenjska,Jelovička in Mihova jama,1470,24,1,5,240,Ni podana
Prekmurje,Sotinski breg (Kugla),359745,76,5,19,418,vrh
Prekmurje,Serdiški breg (Rdeči breg),201385,58,8,10,416,vrh
Prekmurje,Križarka,381,14,4,1,413,vrh
Prekmurje,Srebrni breg,1070,21,3,6,404,vrh
Prekmurje,Vukova kapela (Vidonci),182,9,1,2,401,"vrh, cerkev"
Prekmurje,Cerkev sv. Ane v Boreči,592,17,5,7,395,"vrh, cerkev"
Prekmurje,Kamenek,441,15,2,6,392,vrh
Prekmurje,Tromejnik,270159,66,9,10,390,vrh
Prekmurje,Evharistični križ v Trdkovi,341,13,1,3,388,vrh
Prekmurje,Pepelšček,269,11,2,5,386,vrh
Prekmurje,Kapela Presvetega Srca Jezusovega in Brezmadežnega Srca Marijinega v Martinju,212,10,1,9,375,cerkev
Prekmurje,Činčev breg,550,16,2,2,375,vrh
Prekmurje,Bogin breg,233,10,2,3,371,vrh
Prekmurje,Grad Grad na Goričkem,184275,56,3,9,370,"vrh, cerkev"
Prekmurje,Gorički breg,483,15,1,3,362,vrh
Prekmurje,Zalka,233,11,2,1,362,vrh
Prekmurje,Sveti Benedikt (Kančevci),118729,48,5,13,358,"vrh, cerkev"
Prekmurje,Kapela v Stanjevcih,147,8,1,3,357,"vrh, cerkev"
Prekmurje,Sveta Trojica (Gornji Petrovci),259,11,3,8,355,"vrh, cerkev"
Prekmurje,Mejni kamen A 115,614,17,3,6,353,Ni podana
Prekmurje,Apneni breg,284,12,1,2,352,vrh
Prekmurje,Beli breg,306,12,4,4,346,vrh
Prekmurje,Mejni kamen Marije Terezije (Tromejnik),172,9,6,2,343,Ni podana
Prekmurje,Marija Snežna (Fikšinci),166,9,2,2,332,cerkev
Prekmurje,Kripta,425,14,4,6,331,vrh
Prekmurje,Piramida (Lendavske gorice),4980,35,4,8,327,vrh
Prekmurje,Griški vrh,320,13,2,2,322,vrh
Prekmurje,Makotrov breg,205,10,2,3,319,vrh
Prekmurje,Kapela v Zgornjih Moravcih,133,7,3,2,315,"vrh, cerkev"
Prekmurje,Sveti Martin (Stari breg),216,10,1,7,307,"vrh, cerkev"
Prekmurje,Fuks graba,328,13,1,2,305,Ni podana
Prekmurje,Trestenjak,157,8,2,4,304,"vrh, cerkev"
Prekmurje,Razgledni stolp Vinarium Lendava,5010,35,4,12,302,"vrh, koča"
Prekmurje,Sveta Helena (Pertoča),144,7,1,5,298,"vrh, cerkev"
Prekmurje,Gomba,91,6,2,4,290,vrh
Prekmurje,Planinska koča Rak,1440,24,5,7,290,koča
Prekmurje,Budinci,72,5,1,2,285,Ni podana
Prekmurje,Ograd,202,10,1,3,282,"vrh, cerkev"
Prekmurje,Izvir slatine (pod Činčevim bregom),598,17,1,2,280,Ni podana
Prekmurje,Vidrin center Aqualutra,184,9,1,3,275,Ni podana
Prekmurje,Jezero Križevci,319,13,1,5,272,jezero
Prekmurje,Sveta Trojica v Lendavskih goricah,1290,23,2,4,266,"vrh, cerkev"
Prekmurje,Kačova mlaka,279,12,2,2,265,jezero
Prekmurje,Močvara (Lončarovci),408,14,2,15,257,Ni podana
Prekmurje,Rotunda sv. Nikolaja (Selo),361573,76,4,11,251,"vrh, koča, cerkev"
Prekmurje,Vršič nad Bogojino,127794,49,1,6,246,vrh
Prekmurje,Hodoško jezero,577,16,1,8,243,jezero
Prekmurje,Slatinski vrelec Nuskova,435,15,3,3,239,slap
Prekmurje,Ledavsko jezero,314,12,2,10,218,jezero
Prekmurje,Lendavski grad (Dolnjelendavski grad),1680,25,1,3,205,vrh
Prekmurje,Sveti Vid (pri Bukovniškem jezeru),196,10,2,4,205,cerkev
Prekmurje,Plečnikova cerkev (Bogojina),170,9,2,4,198,cerkev
Prekmurje,Bukovniško jezero,253108,64,4,10,189,jezero
Prekmurje,Soboško jezero,1870,26,1,13,188,"koča, jezero"
Prekmurje,Ribnik Taškal,172,9,1,2,183,jezero
Prekmurje,Gramoznica Dokležovje,262,11,1,5,182,jezero
Prekmurje,Otok ljubezni,488,15,2,3,179,koča
Prekmurje,Gramoznica Vučja jama,321,13,3,4,179,jezero
Prekmurje,Gramoznica Ivanci,165,8,4,5,177,jezero
"Škofjeloško, Cerkljansko hribovje in Jelovica",Altemaver (Ratitovec),828987,99,14,7,1678,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gladki vrh (Ratitovec),503585,91,15,11,1667,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kremant (Ratitovec),305994,70,5,7,1654,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kosmati vrh (Ratitovec),364398,77,9,10,1643,"vrh, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Krekova koča na Ratitovcu,826183,99,21,18,1642,"vrh, koča, bivak, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Porezen,793686,99,21,32,1630,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Dom na Poreznu,531800,92,20,16,1590,"koča, bivak, planina"
