gorovje,ime,ogledi,priljubljenost,st_poti,st_slik,visina,vrsta
"Škofjeloško, Cerkljansko hribovje in Jelovica",Dom na Poreznu,531780,92,20,16,1590,"koča, bivak, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Dom na Poreznu,531780,92,20,16,1590,"koča, bivak, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Blegoš,909476,99,13,21,1562,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Blegoš,909476,99,13,21,1562,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Žbajnek,301400,69,2,3,1538,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Žbajnek,301400,69,2,3,1538,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kačji rob,347708,75,3,3,1520,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kačji rob,347708,75,3,3,1520,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Hoč,6927,36,2,4,1514,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Hoč,6927,36,2,4,1514,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Klom,307981,70,3,7,1500,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Klom,307981,70,3,7,1500,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Črni vrh (nad Soriško planino),12420,38,2,3,1486,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Črni vrh (nad Soriško planino),12420,38,2,3,1486,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Pečana,362069,76,5,11,1472,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Pečana,362069,76,5,11,1472,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Medrce,231576,62,6,8,1410,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Medrce,231576,62,6,8,1410,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koprivnik,434918,84,7,6,1393,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koprivnik,434918,84,7,6,1393,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Blegošu,531965,92,8,12,1391,"koča, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Blegošu,531965,92,8,12,1391,"koča, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Mladi vrh,347590,75,6,9,1374,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Mladi vrh,347590,75,6,9,1374,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kopa (Cimprovka),242680,63,3,6,1360,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kopa (Cimprovka),242680,63,3,6,1360,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lipniška planina,5748,36,1,6,1330,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lipniška planina,5748,36,1,6,1330,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Tonderškofel,6280,36,3,1,1326,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Tonderškofel,6280,36,3,1,1326,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Erbelc,5150,35,4,8,1308,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Erbelc,5150,35,4,8,1308,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Otavnik,4530,34,2,5,1306,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Otavnik,4530,34,2,5,1306,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kojca,454447,86,10,19,1303,"vrh, bivak"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kojca,454447,86,10,19,1303,"vrh, bivak"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Črni vrh nad Novaki,353498,75,2,6,1291,"vrh, jezero"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Črni vrh nad Novaki,353498,75,2,6,1291,"vrh, jezero"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Otavnik,3410,32,2,6,1268,"vrh, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Otavnik,3410,32,2,6,1268,"vrh, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Črnem vrhu nad Novaki,339259,74,1,3,1245,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Črnem vrhu nad Novaki,339259,74,1,3,1245,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gozdarske koče Martinček,4519,34,2,6,1240,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gozdarske koče Martinček,4519,34,2,6,1240,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Stari vrh,464403,87,3,8,1217,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Stari vrh,464403,87,3,8,1217,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Zavetišče gorske straže na Jelencih,367887,77,3,5,1185,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Zavetišče gorske straže na Jelencih,367887,77,3,5,1185,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Kališnik,3380,32,2,7,1180,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Kališnik,3380,32,2,7,1180,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Hudournik,279739,67,3,3,1148,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Hudournik,279739,67,3,3,1148,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Počitniški dom Goričane,197656,58,1,1,1145,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Počitniški dom Goričane,197656,58,1,1,1145,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Dražgoška gora,8580,37,2,4,1140,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Dražgoška gora,8580,37,2,4,1140,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Selska planina,199942,58,1,5,1140,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Selska planina,199942,58,1,5,1140,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bela peč (Podbliška gora),14520,39,12,5,1133,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bela peč (Podbliška gora),14520,39,12,5,1133,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Babji zob,564417,94,5,5,1128,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Babji zob,564417,94,5,5,1128,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Tamar,401811,81,2,8,1124,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Tamar,401811,81,2,8,1124,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ribčeva planina,176249,55,2,3,1115,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ribčeva planina,176249,55,2,3,1115,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Partizanski dom na Vodiški planini,543023,93,15,19,1108,"koča, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Partizanski dom na Vodiški planini,543023,93,15,19,1108,"koča, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Jelenk,418474,82,3,3,1107,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Jelenk,418474,82,3,3,1107,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Partizanska tehnika Meta,2210,28,4,8,1100,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Partizanska tehnika Meta,2210,28,4,8,1100,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Oblakova planina,182318,56,2,4,1100,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Oblakova planina,182318,56,2,4,1100,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lovska koča LD Otavnik,1661,25,2,6,1090,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lovska koča LD Otavnik,1661,25,2,6,1090,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Danejeva planina,306015,70,2,4,1090,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Danejeva planina,306015,70,2,4,1090,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gozdarska koča Rovtarica,315181,71,1,17,1089,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gozdarska koča Rovtarica,315181,71,1,17,1089,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vrhovec,268385,66,2,5,1079,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vrhovec,268385,66,2,5,1079,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vojsko,407118,81,6,5,1077,"koča, planina, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vojsko,407118,81,6,5,1077,"koča, planina, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Malenski vrh,5010,35,4,5,1051,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Malenski vrh,5010,35,4,5,1051,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bevkov vrh,517758,91,8,5,1051,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bevkov vrh,517758,91,8,5,1051,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lovska koča na Toli,188897,56,2,2,1040,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lovska koča na Toli,188897,56,2,2,1040,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Žagarjev hlev v Grobljah,142009,51,1,4,1035,bivak
"Škofjeloško, Cerkljansko hribovje in Jelovica",Žagarjev hlev v Grobljah,142009,51,1,4,1035,bivak
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Starem vrhu,424155,83,2,5,1032,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Starem vrhu,424155,83,2,5,1032,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ermanovec,509559,91,11,6,1026,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ermanovec,509559,91,11,6,1026,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lubnik,732910,98,10,15,1025,"vrh, koča"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lubnik,732910,98,10,15,1025,"vrh, koča"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Prihod,2906,31,3,3,1017,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Prihod,2906,31,3,3,1017,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bičkova skala,7160,37,1,5,1012,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bičkova skala,7160,37,1,5,1012,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Prtovč,320593,72,4,3,1011,"koča, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Prtovč,320593,72,4,3,1011,"koča, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sivka,493667,90,8,5,1008,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sivka,493667,90,8,5,1008,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Štor,166963,54,12,2,1005,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Štor,166963,54,12,2,1005,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Razpok,1810,26,5,8,1002,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Razpok,1810,26,5,8,1002,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Davški slapovi,11610,38,1,3,1000,slap
"Škofjeloško, Cerkljansko hribovje in Jelovica",Davški slapovi,11610,38,1,3,1000,slap
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gradišče (nad Spodnjo Idrijo),192101,57,5,7,998,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gradišče (nad Spodnjo Idrijo),192101,57,5,7,998,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Loncmanova Sivka (Mrzli Vrh),275020,67,7,6,987,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Loncmanova Sivka (Mrzli Vrh),275020,67,7,6,987,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkev Marijinega vnebovzetja (Gora),234836,62,4,8,987,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkev Marijinega vnebovzetja (Gora),234836,62,4,8,987,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Črvov vrh,5273,35,8,10,974,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Črvov vrh,5273,35,8,10,974,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Škofje,197045,57,9,12,973,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Škofje,197045,57,9,12,973,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planinska koča Mrzl'k,11840,38,7,8,971,"vrh, koča"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planinska koča Mrzl'k,11840,38,7,8,971,"vrh, koča"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Ermanovcu,450550,86,12,11,968,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Ermanovcu,450550,86,12,11,968,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ribenska planina,2220,28,2,6,965,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ribenska planina,2220,28,2,6,965,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ažmanov rovt,1280,23,5,3,960,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ažmanov rovt,1280,23,5,3,960,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vrhovski grič,812,19,4,7,958,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vrhovski grič,812,19,4,7,958,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Miklavška gora,259823,65,2,8,955,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Miklavška gora,259823,65,2,8,955,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Suharna,2450,29,1,1,952,"</div>

    "
"Škofjeloško, Cerkljansko hribovje in Jelovica",Suharna,2450,29,1,1,952,"</div>

    "
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Mohor (Zabrekve),449352,86,8,16,952,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Mohor (Zabrekve),449352,86,8,16,952,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Krog (Ledinski grič),1140,22,6,9,940,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Krog (Ledinski grič),1140,22,6,9,940,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planinski dom Goška ravan,353338,75,6,10,933,"koča, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planinski dom Goška ravan,353338,75,6,10,933,"koča, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kucelj (nad Kopačnico),826,20,2,3,920,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kucelj (nad Kopačnico),826,20,2,3,920,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Brikcij (Četena Ravan),1830,26,1,3,920,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Brikcij (Četena Ravan),1830,26,1,3,920,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bukovski vrh,1550,24,4,5,918,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bukovski vrh,1550,24,4,5,918,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Špik (Vranškov grič),947,20,3,2,908,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Špik (Vranškov grič),947,20,3,2,908,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Hleviška planina,463448,87,5,5,908,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Hleviška planina,463448,87,5,5,908,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bitenjska planina,158602,53,2,4,901,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bitenjska planina,158602,53,2,4,901,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Vršana,2330,28,1,4,900,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Planina Vršana,2330,28,1,4,900,planina
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sleme (Površnica),1874,26,4,4,883,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sleme (Površnica),1874,26,4,4,883,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Tolsti vrh (Talež),411977,82,2,5,883,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Tolsti vrh (Talež),411977,82,2,5,883,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Veliki vrh (Lajše),148086,52,5,6,881,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Veliki vrh (Lajše),148086,52,5,6,881,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Marko (Spodnje Danje),1920,26,1,4,878,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Marko (Spodnje Danje),1920,26,1,4,878,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Križ nad Selcami,2520,29,4,6,860,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Križ nad Selcami,2520,29,4,6,860,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveta Jedert (Lajše),2041,27,2,6,850,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveta Jedert (Lajše),2041,27,2,6,850,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Jošt nad Kranjem,729729,98,12,17,845,"vrh, koča, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Jošt nad Kranjem,729729,98,12,17,845,"vrh, koča, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Špičasti hrib,306125,70,4,4,837,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Špičasti hrib,306125,70,4,4,837,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Primož in Felicijan (Jamnik),441940,85,10,19,831,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Primož in Felicijan (Jamnik),441940,85,10,19,831,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Primož in Felicijan na Gabrški gori,4830,35,1,4,830,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Primož in Felicijan na Gabrški gori,4830,35,1,4,830,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gradišče pod Babjim zobom,1520,24,1,3,824,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Gradišče pod Babjim zobom,1520,24,1,3,824,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti nadangel Gabrijel (Planica),402144,81,10,10,824,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti nadangel Gabrijel (Planica),402144,81,10,10,824,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Hleviški planini,440200,85,5,7,818,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Koča na Hleviški planini,440200,85,5,7,818,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkovni vrh,166961,54,2,1,804,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkovni vrh,166961,54,2,1,804,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Leskovica,161817,53,1,4,800,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Leskovica,161817,53,1,4,800,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vrh Slajke,1240,22,3,4,790,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vrh Slajke,1240,22,3,4,790,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Dom na Slajki,381640,79,4,6,789,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Dom na Slajki,381640,79,4,6,789,koča
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lepo brdo,630,17,1,1,778,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lepo brdo,630,17,1,1,778,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Zagrebenc,139292,51,1,3,763,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Zagrebenc,139292,51,1,3,763,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Tomaž (Vrsnik nad Žirmi),4150,33,2,7,744,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Tomaž (Vrsnik nad Žirmi),4150,33,2,7,744,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vrh soteske (Križna gora),2840,31,2,2,735,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Vrh soteske (Križna gora),2840,31,2,2,735,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Pavel (Stara Oselica),668,17,1,5,728,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Pavel (Stara Oselica),668,17,1,5,728,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lovska koča na Taležu,445815,85,3,5,725,"koča, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lovska koča na Taležu,445815,85,3,5,725,"koča, planina"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Rovnik,155173,53,2,6,707,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Rovnik,155173,53,2,6,707,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Hujska,2410,29,2,4,706,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Hujska,2410,29,2,4,706,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Rodne,160186,53,1,10,698,"vrh, bivak"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Rodne,160186,53,1,10,698,"vrh, bivak"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Križ (Križna Gora),511231,91,12,28,680,"koča, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Križ (Križna Gora),511231,91,12,28,680,"koča, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Tomaž nad Praprotnim,293305,69,1,6,666,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Tomaž nad Praprotnim,293305,69,1,6,666,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Duh (Labinje),679,18,2,4,665,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Duh (Labinje),679,18,2,4,665,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Jagršče,148376,52,1,2,663,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Jagršče,148376,52,1,2,663,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Zaganjalka,1230,22,1,6,661,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Zaganjalka,1230,22,1,6,661,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Izvir Volaščice,158115,53,1,4,650,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Izvir Volaščice,158115,53,1,4,650,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Šmarjetna gora,539305,93,6,15,646,"vrh, koča, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Šmarjetna gora,539305,93,6,15,646,"vrh, koča, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Štefan (Kupljenik),2250,28,1,3,642,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Štefan (Kupljenik),2250,28,1,3,642,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Šebrelje,244423,63,1,8,639,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Šebrelje,244423,63,1,8,639,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bolnica Franja,473041,88,1,16,601,"slap, koča"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Bolnica Franja,473041,88,1,16,601,"slap, koča"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lipniški grad (Pusti grad nad Lipnico),5670,36,9,6,590,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Lipniški grad (Pusti grad nad Lipnico),5670,36,9,6,590,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Lovrenc na Lovrenški gori,226900,61,1,6,580,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Lovrenc na Lovrenški gori,226900,61,1,6,580,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Jošt v Trebenčah,146901,52,1,3,573,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Jošt v Trebenčah,146901,52,1,3,573,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Ivan nad Divjimi babami,142100,51,1,5,573,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Ivan nad Divjimi babami,142100,51,1,5,573,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkev Loretske Matere Božje v Suši,141971,51,1,2,560,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkev Loretske Matere Božje v Suši,141971,51,1,2,560,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kapelica Na Koren,3586,32,1,5,550,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Kapelica Na Koren,3586,32,1,5,550,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkev Marijinega rojstva v Policah,550,16,3,4,526,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkev Marijinega rojstva v Policah,550,16,3,4,526,cerkev
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ojstra peč,3360,32,10,5,516,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Ojstra peč,3360,32,10,5,516,vrh
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Lambert (Lancovo),642,17,1,2,515,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Sveti Lambert (Lancovo),642,17,1,2,515,"vrh, cerkev"
"Škofjeloško, Cerkljansko hribovje in Jelovica",Cerkev Sv. Križa na Brezju nad Srednjo vasjo,483,15,3,6,511,"vrh, cerkev"
